ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,USUARIO_ID,MANTENIMIENTO_ID
228,VANDALISMO,2023-11-11T00:00:00,ABIERTA,"['508-02-5955', '308-00-2673']",['MNT-14510']
229,VANDALISMO,2024-08-10T00:00:00,CERRADA,['032-05-0417'],['MNT-00615']
230,DESGASTE,2023-11-13T00:00:00,ABIERTA,['560-36-8909'],['MNT-08706']
231,MAL FUNCIONAMIENTO,2024-10-09T00:00:00,ABIERTA,['357-57-5210'],['MNT-08787']
232,ROTURA,2024-05-23T00:00:00,CERRADA,"['517-11-2885', '592-25-2140', '544-00-6244']",['MNT-04298']
233,DESGASTE,2024-04-05T00:00:00,CERRADA,['164-70-9305'],['MNT-11228']
234,MAL FUNCIONAMIENTO,2024-01-04T00:00:00,CERRADA,['034-51-8628'],['MNT-10208']
235,VANDALISMO,2023-12-29T00:00:00,ABIERTA,"['545-54-7873', '453-48-9491']",['MNT-05416']
236,VANDALISMO,2024-09-04T00:00:00,CERRADA,"['327-17-8193', '766-89-8936']",['MNT-07747']
237,DESGASTE,2023-12-28T00:00:00,ABIERTA,"['374-76-8245', '025-82-8686']","['MNT-05054', 'MNT-08978']"
238,VANDALISMO,2024-01-15T00:00:00,CERRADA,"['950-14-6267', '123-28-9053', '798-12-4017']",['MNT-01922']
239,ROTURA,2024-09-09T00:00:00,CERRADA,"['741-10-6313', '594-31-9895', '096-76-3481']",['MNT-00971']
240,DESGASTE,2023-11-10T00:00:00,ABIERTA,['581-11-8603'],['MNT-06404']
241,ROTURA,2024-08-02T00:00:00,ABIERTA,"['660-42-3037', '296-93-9791']",['MNT-14825']
242,VANDALISMO,2024-07-21T00:00:00,CERRADA,"['548-80-8732', '859-56-6087', '905-57-1750']",['MNT-14769']
243,MAL FUNCIONAMIENTO,2023-10-28T00:00:00,ABIERTA,['584-81-3709'],['MNT-02388']
244,DESGASTE,2024-08-19T00:00:00,ABIERTA,"['288-09-7245', '978-00-2364']","['MNT-07427', 'MNT-14453']"
245,VANDALISMO,2024-07-27T00:00:00,ABIERTA,['907-22-6752'],['MNT-13104']
246,MAL FUNCIONAMIENTO,2024-07-31T00:00:00,ABIERTA,['241-80-5078'],['MNT-10638']
247,MAL FUNCIONAMIENTO,2024-05-21T00:00:00,CERRADA,"['704-42-3411', '680-73-1573', '413-51-9652']",['MNT-10645']
248,VANDALISMO,2024-07-16T00:00:00,ABIERTA,"['515-25-4324', '809-05-9468']",['MNT-01064']
249,MAL FUNCIONAMIENTO,2024-08-02T00:00:00,CERRADA,"['714-59-0710', '466-05-3516']","['MNT-08218', 'MNT-08374']"
250,ROTURA,2024-07-22T00:00:00,CERRADA,"['630-97-7517', '328-44-5494']",['MNT-04381']
251,DESGASTE,2023-11-17T00:00:00,ABIERTA,['359-87-4384'],['MNT-07589']
252,MAL FUNCIONAMIENTO,2024-08-15T00:00:00,CERRADA,['552-64-5966'],['MNT-04256']
253,ROTURA,2024-09-20T00:00:00,ABIERTA,"['215-69-4654', '254-87-9195']",['MNT-06076']
254,ROTURA,2024-01-14T00:00:00,CERRADA,"['210-74-6960', '308-46-4157', '511-45-5342']",['MNT-14764']
255,DESGASTE,2024-04-20T00:00:00,CERRADA,"['082-26-0878', '744-27-5948', '916-97-8886']",['MNT-08194']
256,VANDALISMO,2024-06-28T00:00:00,ABIERTA,"['109-89-0502', '296-43-3824', '949-61-3857']","['MNT-01955', 'MNT-03591', 'MNT-11987']"
257,VANDALISMO,2024-04-15T00:00:00,CERRADA,"['834-54-5708', '486-68-9543', '037-38-3608']",['MNT-14660']
258,MAL FUNCIONAMIENTO,2024-02-03T00:00:00,CERRADA,"['845-40-4850', '259-31-6045', '845-40-7598']",['MNT-11312']
259,VANDALISMO,2024-05-19T00:00:00,ABIERTA,['908-00-9229'],['MNT-10556']
260,VANDALISMO,2024-02-06T00:00:00,ABIERTA,"['939-52-3865', '252-66-1363', '899-69-0478']","['MNT-07092', 'MNT-11539']"
261,VANDALISMO,2024-01-22T00:00:00,CERRADA,"['666-47-6491', '546-88-7217', '359-91-7006']",['MNT-06394']
262,VANDALISMO,2024-04-04T00:00:00,ABIERTA,['546-46-3686'],['MNT-08775']
263,DESGASTE,2024-07-07T00:00:00,CERRADA,['622-69-8849'],['MNT-05304']
264,ROTURA,2024-08-05T00:00:00,CERRADA,['516-54-5377'],['MNT-02904']
265,DESGASTE,2024-04-20T00:00:00,CERRADA,"['266-62-9254', '020-04-8201', '354-57-4284']","['MNT-01742', 'MNT-14010']"
266,ROTURA,2024-04-01T00:00:00,ABIERTA,['364-09-9042'],['MNT-07555']
267,MAL FUNCIONAMIENTO,2023-12-07T00:00:00,ABIERTA,['128-94-2803'],['MNT-13141']
268,DESGASTE,2024-01-30T00:00:00,ABIERTA,"['679-27-8776', '593-81-2295', '636-73-2770']",['MNT-06031']
269,DESGASTE,2024-05-30T00:00:00,CERRADA,"['317-59-9842', '876-80-0191']",['MNT-06297']
270,VANDALISMO,2024-05-28T00:00:00,ABIERTA,['556-01-9324'],['MNT-12008']
271,ROTURA,2024-03-05T00:00:00,ABIERTA,"['933-79-7522', '570-60-1091']",['MNT-04611']
272,DESGASTE,2024-09-22T00:00:00,ABIERTA,"['554-40-3305', '844-06-6042']",['MNT-01532']
273,DESGASTE,2023-11-19T00:00:00,ABIERTA,"['102-99-6624', '016-11-0505', '438-40-3067']",['MNT-08947']
274,ROTURA,2024-09-29T00:00:00,CERRADA,['314-02-1194'],['MNT-01186']
275,MAL FUNCIONAMIENTO,2024-03-24T00:00:00,ABIERTA,['505-30-4051'],['MNT-03178']
276,ROTURA,2024-08-20T00:00:00,CERRADA,"['092-70-0241', '617-98-7825', '745-40-3149']",['MNT-01203']
277,ROTURA,2023-12-04T00:00:00,ABIERTA,"['254-17-9200', '465-63-9065']",['MNT-06269']
278,DESGASTE,2024-03-24T00:00:00,ABIERTA,['408-42-0612'],['MNT-06027']
279,MAL FUNCIONAMIENTO,2023-11-04T00:00:00,ABIERTA,"['973-97-9814', '294-55-2511', '386-78-8491']",['MNT-06188']
280,DESGASTE,2024-08-13T00:00:00,CERRADA,"['323-15-6457', '149-68-7937']",['MNT-03059']
281,VANDALISMO,2023-11-22T00:00:00,CERRADA,['661-33-5619'],['MNT-11922']
282,VANDALISMO,2024-04-29T00:00:00,ABIERTA,['290-17-3796'],"['MNT-11254', 'MNT-14093']"
283,ROTURA,2023-11-06T00:00:00,ABIERTA,"['829-99-2627', '690-39-4985', '332-10-5747']",['MNT-03276']
284,ROTURA,2024-09-10T00:00:00,CERRADA,"['087-05-8772', '601-46-5956', '772-50-1904']",['MNT-06584']
285,MAL FUNCIONAMIENTO,2024-07-01T00:00:00,CERRADA,"['899-41-5279', '706-89-6262', '921-60-5646']",['MNT-14822']
286,MAL FUNCIONAMIENTO,2023-11-29T00:00:00,ABIERTA,"['693-95-3599', '801-44-8498', '799-85-2772']","['MNT-00800', 'MNT-06358']"
287,VANDALISMO,2024-09-09T00:00:00,CERRADA,"['854-01-1658', '849-09-8804']",['MNT-01236']
288,DESGASTE,2024-03-16T00:00:00,ABIERTA,"['038-94-8332', '475-13-4254', '205-69-7018']","['MNT-09598', 'MNT-12651']"
289,DESGASTE,2023-12-02T00:00:00,CERRADA,['562-19-2187'],['MNT-06873']
290,DESGASTE,2024-11-10T00:00:00,ABIERTA,['092-00-2589'],['MNT-03809']
291,ROTURA,2023-11-25T00:00:00,ABIERTA,"['797-44-0928', '697-71-6455', '377-94-5948']","['MNT-08851', 'MNT-10761']"
292,VANDALISMO,2024-08-30T00:00:00,ABIERTA,"['986-48-1472', '255-47-8286', '889-80-5713']",['MNT-00034']
293,MAL FUNCIONAMIENTO,2024-05-24T00:00:00,CERRADA,['864-35-3807'],['MNT-08818']
294,VANDALISMO,2023-10-23T00:00:00,CERRADA,['598-77-6579'],['MNT-14819']
295,DESGASTE,2024-02-28T00:00:00,ABIERTA,['418-94-3505'],['MNT-06651']
296,MAL FUNCIONAMIENTO,2024-08-23T00:00:00,ABIERTA,"['074-12-1942', '886-72-5197', '457-21-3953']",['MNT-14682']
297,DESGASTE,2023-10-19T00:00:00,ABIERTA,['870-97-0337'],['MNT-11961']
298,MAL FUNCIONAMIENTO,2024-07-09T00:00:00,ABIERTA,"['834-21-1410', '702-46-1298', '697-85-2663']",['MNT-07216']
299,DESGASTE,2024-06-20T00:00:00,CERRADA,"['081-33-0808', '132-42-2684']",['MNT-00987']
300,MAL FUNCIONAMIENTO,2024-06-27T00:00:00,CERRADA,"['105-77-5465', '116-73-6504', '409-45-1300']","['MNT-06168', 'MNT-10272']"
301,DESGASTE,2024-10-01T00:00:00,ABIERTA,['179-18-2765'],"['MNT-00710', 'MNT-07639']"
302,ROTURA,2023-12-25T00:00:00,CERRADA,['442-65-1949'],['MNT-07886']
303,MAL FUNCIONAMIENTO,2024-03-05T00:00:00,ABIERTA,"['197-71-4142', '037-73-5122', '530-21-9840']",['MNT-02719']
304,VANDALISMO,2024-04-01T00:00:00,ABIERTA,"['734-99-4684', '213-95-8703']",['MNT-05347']
305,VANDALISMO,2024-02-18T00:00:00,CERRADA,"['179-63-9808', '502-02-6662']",['MNT-10595']
306,MAL FUNCIONAMIENTO,2024-04-12T00:00:00,ABIERTA,['159-40-5926'],['MNT-08730']
307,VANDALISMO,2024-07-21T00:00:00,CERRADA,"['454-52-0766', '280-62-2915']",['MNT-00765']
308,MAL FUNCIONAMIENTO,2024-05-07T00:00:00,CERRADA,"['538-12-6517', '155-06-1796', '043-64-3191']",['MNT-08959']
309,VANDALISMO,2024-02-16T00:00:00,ABIERTA,"['602-03-1664', '147-50-0341']",['MNT-08132']
310,VANDALISMO,2023-12-28T00:00:00,ABIERTA,['160-91-0453'],"['MNT-02112', 'MNT-11757']"
311,VANDALISMO,2024-08-07T00:00:00,ABIERTA,['096-58-1468'],['MNT-12719']
312,VANDALISMO,2023-11-22T00:00:00,ABIERTA,"['055-11-7491', '757-10-7998', '197-83-8049']",['MNT-04056']
313,MAL FUNCIONAMIENTO,2024-01-01T00:00:00,CERRADA,"['593-28-1463', '306-25-1863', '535-50-0905']",['MNT-07446']
314,ROTURA,2024-09-01T00:00:00,ABIERTA,['927-72-9530'],['MNT-06380']
315,MAL FUNCIONAMIENTO,2024-02-12T00:00:00,CERRADA,"['351-14-5876', '163-56-3154']","['MNT-01497', 'MNT-06346']"
316,MAL FUNCIONAMIENTO,2024-07-25T00:00:00,ABIERTA,['197-60-9711'],['MNT-14442']
317,DESGASTE,2024-12-05T00:00:00,ABIERTA,"['560-92-4692', '045-85-1947']",['MNT-04248']
318,DESGASTE,2024-05-14T00:00:00,ABIERTA,"['891-85-4446', '254-61-5659', '014-14-0644']",['MNT-01358']
319,ROTURA,2024-07-31T00:00:00,CERRADA,"['665-21-6981', '116-65-9334']",['MNT-14311']
320,ROTURA,2024-02-10T00:00:00,CERRADA,['853-33-3261'],"['MNT-01228', 'MNT-05569']"
321,MAL FUNCIONAMIENTO,2024-05-18T00:00:00,ABIERTA,"['467-60-3084', '830-67-4076']",['MNT-03167']
322,DESGASTE,2024-06-11T00:00:00,ABIERTA,"['290-89-2769', '998-38-2592']","['MNT-04162', 'MNT-07685']"
323,VANDALISMO,2023-11-03T00:00:00,ABIERTA,"['210-69-7560', '064-76-8007']","['MNT-05129', 'MNT-11083']"
324,MAL FUNCIONAMIENTO,2024-04-29T00:00:00,ABIERTA,['630-81-6658'],['MNT-12584']
325,ROTURA,2023-10-15T00:00:00,ABIERTA,['420-51-9943'],['MNT-10574']
326,VANDALISMO,2024-08-04T00:00:00,CERRADA,"['359-75-6058', '065-70-5779', '261-05-7926']",['MNT-06406']
327,VANDALISMO,2024-01-06T00:00:00,CERRADA,"['859-47-0545', '599-74-8656', '094-76-6065']",['MNT-08371']
328,DESGASTE,2024-04-13T00:00:00,CERRADA,['053-91-2605'],"['MNT-02642', 'MNT-12932']"
329,VANDALISMO,2024-02-18T00:00:00,ABIERTA,"['982-37-3796', '458-10-1128']",['MNT-00190']
330,DESGASTE,2024-05-04T00:00:00,ABIERTA,['756-12-6297'],"['MNT-00504', 'MNT-12418']"
331,DESGASTE,2024-07-04T00:00:00,ABIERTA,"['219-99-4951', '236-84-5106', '732-13-6410']",['MNT-00022']
332,VANDALISMO,2024-07-27T00:00:00,CERRADA,"['550-30-7486', '926-68-0103', '301-25-6988']",['MNT-07468']
333,DESGASTE,2024-08-12T00:00:00,CERRADA,['572-97-5101'],['MNT-02659']
334,VANDALISMO,2024-07-08T00:00:00,CERRADA,"['836-96-3846', '294-16-8118']",['MNT-11750']
335,VANDALISMO,2024-03-11T00:00:00,ABIERTA,"['772-45-1594', '980-70-8235']","['MNT-02528', 'MNT-04445']"
336,MAL FUNCIONAMIENTO,2024-09-27T00:00:00,ABIERTA,"['100-74-9205', '759-83-8175', '479-05-1176']","['MNT-06088', 'MNT-07349', 'MNT-11380']"
337,MAL FUNCIONAMIENTO,2024-05-31T00:00:00,CERRADA,['534-40-4833'],['MNT-00358']
338,ROTURA,2024-02-14T00:00:00,CERRADA,"['365-96-5751', '251-75-3243', '305-89-6733']","['MNT-12691', 'MNT-14141']"
339,ROTURA,2024-08-19T00:00:00,ABIERTA,"['012-44-7679', '322-56-1953']","['MNT-04902', 'MNT-07611']"
340,DESGASTE,2024-06-28T00:00:00,CERRADA,['176-58-1345'],['MNT-07096']
341,MAL FUNCIONAMIENTO,2024-03-21T00:00:00,CERRADA,"['810-98-7093', '412-13-3492']",['MNT-12939']
342,DESGASTE,2023-12-21T00:00:00,ABIERTA,['527-92-2589'],['MNT-08229']
343,DESGASTE,2023-10-26T00:00:00,CERRADA,"['500-16-2930', '376-33-9110']",['MNT-02029']
344,MAL FUNCIONAMIENTO,2024-07-07T00:00:00,CERRADA,"['990-76-4251', '668-52-1770']",['MNT-04642']
345,MAL FUNCIONAMIENTO,2024-08-06T00:00:00,ABIERTA,"['490-19-1026', '353-88-3076']",['MNT-03586']
346,MAL FUNCIONAMIENTO,2024-08-18T00:00:00,ABIERTA,['499-12-3033'],"['MNT-02642', 'MNT-12932']"
347,ROTURA,2024-02-16T00:00:00,ABIERTA,"['697-74-4853', '634-01-3981', '602-03-1664']","['MNT-03208', 'MNT-08841']"
348,ROTURA,2023-10-23T00:00:00,CERRADA,['724-93-2993'],['MNT-06925']
349,MAL FUNCIONAMIENTO,2024-05-03T00:00:00,ABIERTA,['458-48-7450'],['MNT-04471']
350,ROTURA,2024-08-30T00:00:00,ABIERTA,"['562-51-6195', '757-96-7008']",['MNT-04213']
351,VANDALISMO,2024-05-02T00:00:00,ABIERTA,['394-00-5301'],['MNT-10219']
352,ROTURA,2024-10-09T00:00:00,CERRADA,"['703-36-0172', '630-84-3384']",['MNT-11313']
353,VANDALISMO,2024-04-17T00:00:00,CERRADA,['366-53-9810'],"['MNT-01014', 'MNT-08644']"
354,MAL FUNCIONAMIENTO,2023-12-25T00:00:00,ABIERTA,['329-98-1190'],"['MNT-04902', 'MNT-07611']"
355,MAL FUNCIONAMIENTO,2024-01-26T00:00:00,CERRADA,"['818-45-3964', '610-76-5829']",['MNT-03407']
356,VANDALISMO,2024-10-03T00:00:00,ABIERTA,"['804-78-3227', '661-43-9555', '297-12-3457']",['MNT-00518']
357,DESGASTE,2024-04-14T00:00:00,CERRADA,"['894-92-9540', '171-84-7504']",['MNT-14663']
358,ROTURA,2024-01-16T00:00:00,CERRADA,"['938-09-9014', '523-87-5555']",['MNT-12509']
359,MAL FUNCIONAMIENTO,2024-03-13T00:00:00,ABIERTA,['279-62-8606'],['MNT-06599']
360,VANDALISMO,2024-04-22T00:00:00,ABIERTA,"['307-63-8735', '252-66-1363', '942-60-7156']",['MNT-07949']
361,DESGASTE,2024-03-28T00:00:00,ABIERTA,"['071-87-8731', '721-04-3678']",['MNT-07647']
362,ROTURA,2023-11-23T00:00:00,ABIERTA,['151-30-3233'],['MNT-11004']
363,DESGASTE,2023-12-16T00:00:00,CERRADA,['997-84-7953'],['MNT-14682']
364,MAL FUNCIONAMIENTO,2024-01-31T00:00:00,CERRADA,"['942-02-9734', '901-98-4874']",['MNT-00286']
365,VANDALISMO,2024-04-01T00:00:00,ABIERTA,['436-63-7538'],['MNT-11750']
366,MAL FUNCIONAMIENTO,2024-08-12T00:00:00,CERRADA,"['859-44-1070', '400-04-9068', '669-84-3016']","['MNT-02814', 'MNT-14642']"
367,MAL FUNCIONAMIENTO,2024-07-19T00:00:00,CERRADA,"['939-33-6124', '116-95-2791', '711-33-4768']",['MNT-07313']
368,VANDALISMO,2024-05-05T00:00:00,ABIERTA,['451-97-5461'],['MNT-01221']
369,DESGASTE,2024-05-22T00:00:00,CERRADA,"['870-54-8063', '436-41-0036']",['MNT-04598']
370,ROTURA,2024-06-07T00:00:00,ABIERTA,"['258-83-0473', '357-92-9625']","['MNT-13012', 'MNT-13713']"
371,DESGASTE,2023-10-29T00:00:00,CERRADA,"['986-84-7865', '220-32-0711']",['MNT-01532']
372,DESGASTE,2023-11-13T00:00:00,ABIERTA,"['011-33-8059', '811-98-6189', '321-73-2803']",['MNT-08798']
373,MAL FUNCIONAMIENTO,2024-01-14T00:00:00,CERRADA,"['809-99-6731', '866-87-6479']",['MNT-02739']
374,VANDALISMO,2024-08-10T00:00:00,CERRADA,"['602-52-6761', '907-08-8113']",['MNT-14903']
375,DESGASTE,2024-04-07T00:00:00,CERRADA,['559-08-6664'],['MNT-09558']
376,DESGASTE,2024-04-26T00:00:00,CERRADA,"['968-27-4035', '372-28-9340', '858-14-5364']",['MNT-12094']
377,MAL FUNCIONAMIENTO,2024-03-19T00:00:00,CERRADA,"['894-28-8127', '770-38-7376']",['MNT-05340']
378,DESGASTE,2024-06-29T00:00:00,ABIERTA,"['365-23-1486', '791-41-9096']",['MNT-14903']
379,MAL FUNCIONAMIENTO,2024-09-03T00:00:00,CERRADA,"['547-78-2911', '291-85-9966']",['MNT-14494']
380,MAL FUNCIONAMIENTO,2023-12-18T00:00:00,CERRADA,"['157-12-5002', '693-28-5928', '715-75-8117']",['MNT-04862']
381,ROTURA,2024-08-16T00:00:00,ABIERTA,['384-77-5446'],['MNT-04835']
382,ROTURA,2024-07-19T00:00:00,CERRADA,"['582-97-0913', '155-24-6243']",['MNT-09354']
383,VANDALISMO,2024-05-16T00:00:00,ABIERTA,['707-55-2847'],['MNT-09014']
384,VANDALISMO,2024-07-19T00:00:00,CERRADA,['377-94-5948'],['MNT-05858']
385,DESGASTE,2024-01-13T00:00:00,CERRADA,"['254-30-8935', '027-83-3206', '682-09-9738']","['MNT-04152', 'MNT-05684']"
386,DESGASTE,2023-11-09T00:00:00,CERRADA,['277-82-9415'],['MNT-14892']
387,VANDALISMO,2024-07-04T00:00:00,ABIERTA,"['340-55-7004', '110-01-1093']",['MNT-04793']
388,DESGASTE,2024-02-29T00:00:00,ABIERTA,['414-81-5353'],"['MNT-06300', 'MNT-07661']"
389,DESGASTE,2024-04-19T00:00:00,ABIERTA,"['300-00-0761', '643-55-1622']",['MNT-11118']
390,ROTURA,2024-01-27T00:00:00,ABIERTA,['373-48-0768'],"['MNT-05193', 'MNT-14801']"
391,VANDALISMO,2023-11-02T00:00:00,ABIERTA,"['317-59-9842', '736-87-7193']",['MNT-14619']
392,ROTURA,2024-04-29T00:00:00,ABIERTA,"['337-99-0776', '844-57-5852', '047-72-0179']",['MNT-06789']
393,MAL FUNCIONAMIENTO,2024-09-17T00:00:00,ABIERTA,['918-02-3679'],['MNT-10439']
394,ROTURA,2024-01-15T00:00:00,ABIERTA,['627-59-1873'],['MNT-12865']
395,ROTURA,2024-07-18T00:00:00,CERRADA,"['729-48-9155', '797-04-6512', '709-59-6919']",['MNT-09859']
396,VANDALISMO,2023-10-28T00:00:00,ABIERTA,"['634-04-7469', '768-10-6245']","['MNT-08039', 'MNT-11158', 'MNT-13242']"
397,VANDALISMO,2024-09-10T00:00:00,CERRADA,"['945-51-6477', '805-46-4942', '161-05-5834']",['MNT-01085']
398,VANDALISMO,2024-03-21T00:00:00,CERRADA,"['677-95-6551', '847-44-2878', '525-59-1101']",['MNT-13982']
399,ROTURA,2023-12-28T00:00:00,CERRADA,"['137-62-2365', '030-48-3933', '488-92-2085']",['MNT-03170']
400,DESGASTE,2024-04-28T00:00:00,ABIERTA,"['716-95-9620', '302-46-1759', '779-99-5071']",['MNT-10171']
401,MAL FUNCIONAMIENTO,2024-06-12T00:00:00,CERRADA,"['729-25-9421', '125-37-3182', '812-19-5301']",['MNT-12971']
402,ROTURA,2024-09-04T00:00:00,ABIERTA,['321-68-0919'],"['MNT-00536', 'MNT-12870']"
403,ROTURA,2024-08-24T00:00:00,ABIERTA,"['176-62-9681', '282-32-7349']","['MNT-02323', 'MNT-09329', 'MNT-10517']"
404,DESGASTE,2023-11-20T00:00:00,CERRADA,"['331-49-0029', '358-18-4485', '612-37-3694']",['MNT-01807']
405,VANDALISMO,2024-03-21T00:00:00,CERRADA,"['627-59-1873', '378-07-7393']",['MNT-04620']
406,MAL FUNCIONAMIENTO,2024-09-30T00:00:00,CERRADA,"['375-01-0537', '915-55-4834']",['MNT-09257']
407,ROTURA,2024-12-09T00:00:00,CERRADA,"['279-86-2000', '361-35-1201']","['MNT-05192', 'MNT-11291']"
408,ROTURA,2024-06-13T00:00:00,ABIERTA,"['426-37-4384', '554-58-9624']",['MNT-02696']
409,DESGASTE,2024-07-05T00:00:00,CERRADA,"['075-20-1956', '519-40-0800']","['MNT-06856', 'MNT-10724']"
410,MAL FUNCIONAMIENTO,2024-04-18T00:00:00,CERRADA,"['946-29-3273', '528-43-1569']",['MNT-02546']
411,VANDALISMO,2023-10-30T00:00:00,CERRADA,['545-13-7272'],['MNT-09351']
412,DESGASTE,2024-02-18T00:00:00,CERRADA,['552-64-5966'],['MNT-01548']
413,MAL FUNCIONAMIENTO,2024-08-03T00:00:00,CERRADA,['754-63-5089'],['MNT-01006']
414,ROTURA,2024-06-26T00:00:00,CERRADA,"['392-32-3808', '825-30-9012', '343-83-8765']",['MNT-04020']
415,MAL FUNCIONAMIENTO,2024-09-26T00:00:00,ABIERTA,['046-89-5764'],['MNT-08798']
416,VANDALISMO,2023-11-29T00:00:00,ABIERTA,"['223-08-2682', '853-62-8624']",['MNT-04981']
417,ROTURA,2024-05-30T00:00:00,CERRADA,"['723-89-4908', '911-94-5297']",['MNT-07675']
418,DESGASTE,2024-02-03T00:00:00,CERRADA,['106-29-1680'],['MNT-06815']
419,DESGASTE,2023-10-25T00:00:00,CERRADA,"['764-34-5923', '564-49-2033', '060-85-1683']","['MNT-08190', 'MNT-09211']"
420,DESGASTE,2024-07-23T00:00:00,CERRADA,['448-99-2941'],['MNT-00939']
421,VANDALISMO,2024-08-26T00:00:00,CERRADA,"['996-53-5892', '582-53-2389', '777-11-6228']","['MNT-04384', 'MNT-05002']"
422,VANDALISMO,2024-08-29T00:00:00,CERRADA,"['029-00-6239', '217-32-5172', '802-02-2509']",['MNT-06822']
423,VANDALISMO,2024-04-16T00:00:00,ABIERTA,['594-31-9895'],['MNT-00776']
424,VANDALISMO,2024-04-24T00:00:00,ABIERTA,"['424-86-4616', '492-18-9211', '730-83-9340']",['MNT-03327']
425,VANDALISMO,2023-10-31T00:00:00,CERRADA,"['660-42-3037', '375-38-6947', '977-20-1996']","['MNT-02043', 'MNT-10060']"
426,ROTURA,2023-12-18T00:00:00,CERRADA,"['329-36-8638', '781-80-1768', '702-65-3560']","['MNT-08580', 'MNT-13975']"
427,DESGASTE,2024-02-13T00:00:00,ABIERTA,['292-84-3734'],['MNT-13637']
428,VANDALISMO,2024-04-12T00:00:00,CERRADA,"['077-98-5599', '821-11-8778', '065-34-3277']","['MNT-08190', 'MNT-09211']"
429,VANDALISMO,2024-08-26T00:00:00,ABIERTA,['980-51-9786'],"['MNT-10307', 'MNT-11092']"
430,MAL FUNCIONAMIENTO,2023-10-18T00:00:00,ABIERTA,"['344-18-0353', '496-48-6686', '414-59-4433']","['MNT-01507', 'MNT-06472']"
431,ROTURA,2024-08-14T00:00:00,CERRADA,"['122-92-6750', '293-31-6681', '599-62-2214']",['MNT-03964']
432,VANDALISMO,2024-04-26T00:00:00,CERRADA,['061-43-7724'],"['MNT-05253', 'MNT-14252']"
433,VANDALISMO,2024-05-26T00:00:00,CERRADA,"['040-65-9038', '770-23-4485']",['MNT-14496']
434,DESGASTE,2024-02-28T00:00:00,CERRADA,"['263-53-7322', '362-39-8980']","['MNT-07091', 'MNT-11718']"
435,VANDALISMO,2024-06-04T00:00:00,ABIERTA,"['500-90-6672', '910-15-2936', '651-87-3076']","['MNT-00292', 'MNT-05109']"
436,VANDALISMO,2024-06-15T00:00:00,CERRADA,"['194-02-3881', '580-98-3277']","['MNT-05310', 'MNT-12407']"
437,VANDALISMO,2024-05-08T00:00:00,ABIERTA,['590-79-0848'],"['MNT-05833', 'MNT-11113']"
438,ROTURA,2024-06-06T00:00:00,ABIERTA,['764-59-8212'],['MNT-04744']
439,MAL FUNCIONAMIENTO,2024-01-05T00:00:00,CERRADA,"['299-37-1983', '367-61-7037', '477-96-2604']",['MNT-08459']
440,ROTURA,2024-03-06T00:00:00,CERRADA,"['180-00-1707', '069-41-2567', '753-53-8828']",['MNT-14723']
441,VANDALISMO,2024-09-07T00:00:00,CERRADA,"['797-75-4118', '800-24-3767', '722-94-4037']",['MNT-04636']
442,DESGASTE,2024-04-17T00:00:00,ABIERTA,"['084-20-7077', '019-76-3185', '809-46-4991']",['MNT-01403']
443,VANDALISMO,2023-12-14T00:00:00,ABIERTA,['370-12-4785'],['MNT-10674']
444,ROTURA,2024-06-07T00:00:00,ABIERTA,['206-55-0360'],['MNT-14613']
445,MAL FUNCIONAMIENTO,2024-04-23T00:00:00,ABIERTA,"['615-18-8150', '328-44-9111']",['MNT-08380']
446,ROTURA,2024-08-24T00:00:00,ABIERTA,"['777-83-3865', '293-50-0715']",['MNT-14520']
447,ROTURA,2024-06-07T00:00:00,CERRADA,"['372-20-0276', '854-22-9087', '226-97-8091']",['MNT-10955']
448,MAL FUNCIONAMIENTO,2024-03-19T00:00:00,ABIERTA,"['677-95-6551', '242-83-2992']",['MNT-05615']
449,MAL FUNCIONAMIENTO,2024-03-09T00:00:00,CERRADA,"['685-45-9153', '612-80-7200', '461-96-2103']",['MNT-14982']
450,DESGASTE,2024-02-23T00:00:00,CERRADA,"['375-55-1786', '780-02-3597', '861-61-9714']",['MNT-07836']
451,VANDALISMO,2024-01-24T00:00:00,CERRADA,['641-23-8998'],['MNT-10645']
452,DESGASTE,2024-08-07T00:00:00,ABIERTA,"['058-14-8277', '814-13-1286', '252-65-6716']",['MNT-08137']
453,MAL FUNCIONAMIENTO,2024-03-13T00:00:00,CERRADA,['302-36-7440'],"['MNT-03621', 'MNT-13025']"
454,ROTURA,2024-07-03T00:00:00,ABIERTA,['522-97-2424'],['MNT-07670']
455,VANDALISMO,2024-04-08T00:00:00,CERRADA,['510-15-3746'],['MNT-07099']
456,ROTURA,2024-03-23T00:00:00,ABIERTA,"['566-72-6302', '610-04-1788', '985-21-9108']",['MNT-08288']
457,VANDALISMO,2024-03-07T00:00:00,CERRADA,['208-76-2098'],['MNT-09101']
458,MAL FUNCIONAMIENTO,2023-12-01T00:00:00,CERRADA,"['950-24-9883', '175-50-2520']",['MNT-09038']
459,VANDALISMO,2024-03-29T00:00:00,ABIERTA,['111-02-5121'],['MNT-13994']
460,VANDALISMO,2024-09-07T00:00:00,ABIERTA,"['663-27-1463', '418-73-0560']",['MNT-07282']
461,VANDALISMO,2024-06-14T00:00:00,ABIERTA,['092-31-8274'],['MNT-11364']
462,VANDALISMO,2024-07-02T00:00:00,ABIERTA,['544-00-6244'],['MNT-04091']
